,Corr,P
TNFRSF1A,-0.483260676093539,1.11095166111694e-30
TNFRSF1B,-0.403168345383481,5.26932098748867e-21
TNFRSF21,-0.442718668911887,1.83851269813799e-25
TNFRSF25,-0.468197446289757,1.16590085585851e-28
TNFSF4,-0.435177964604258,1.44646922118948e-24
TNK2,-0.429282820021993,7.00136775219346e-24
TNRC18,-0.453864320638729,7.91883878857628e-27
TNS2,-0.470739615365275,5.40243935257396e-29
TNXB,-0.604164694141359,3.62668908678261e-51
TP53INP1,-0.426748176419824,1.36627165808763e-23
TP63,-0.459321822011409,1.62669436367483e-27
TPBG,-0.416486644959136,1.9329630487029e-22
TPCN2,-0.455137526859607,5.48796939580805e-27
TPM1,-0.481788474175353,1.76875341219129e-30
TPM2,-0.502982387209745,1.75126196999678e-33
TPM4,-0.631762137320108,3.61205010295006e-57
TPPP3,-0.47662017580858,8.89200765166417e-30
TPSAB1,-0.423294100170834,3.3672997912947e-23
TPSB2,-0.415819721761978,2.28901953020372e-22
TRA2A,-0.435454336821612,1.34236471590683e-24
TRABD2A,-0.405032197050813,3.34747504487425e-21
TRAF1,-0.414528153126822,3.17234236715128e-22
TRAM2,-0.441668277874186,2.45811502259083e-25
TRANK1,-0.454871054260437,5.92648176444341e-27
TRIB2,-0.483649474378537,9.8218192782191e-31
TRIM22,-0.444776666017349,1.03766272964339e-25
TRIM3,-0.489376139953064,1.57086964693769e-31
TRIM38,-0.400234306655971,1.07008519823926e-20
TRIO,-0.44644196415075,6.5133253871873e-26
TRIP10,-0.495527466049202,2.10932944657314e-32
TRO,-0.427195838880152,1.21460141178069e-23
TRPC1,-0.555357877847601,7.02247320122905e-42
TSC22D1,-0.473380327311761,2.41318649854717e-29
TSC22D2,-0.53160919440045,6.85661397149175e-38
TSHZ2,-0.516978692391511,1.38300625876544e-35
TSPAN11,-0.452621198499292,1.13110568628583e-26
TSPAN13,-0.434416355427269,1.77642763037357e-24
TTC13,-0.458315624413025,2.1825633030461e-27
TTLL3,-0.468262828260024,1.14315383590005e-28
TTYH3,-0.429054887442324,7.43693668161405e-24
TUBA1A,-0.559569783235078,1.27343119893775e-42
TUBB3,-0.436946325344859,8.95850509054883e-25
TUBB6,-0.437742701322777,7.21323568420499e-25
TUBGCP6,-0.432922095777301,2.65445576740874e-24
TULP3,-0.449250693227901,2.95216322299305e-26
TUSC3,-0.439056470377469,5.03895863358308e-25
TWIST1,-0.570373733916972,1.42445293690659e-44
TWIST2,-0.568615510047861,2.99312644454613e-44
TYK2,-0.429363629491966,6.85307351651549e-24
UACA,-0.439576349971397,4.37023233638581e-25
UBA6,-0.400414922800248,1.02463027015887e-20
UBQLNL,-0.408217494856691,1.53142842345666e-21
UGCG,-0.532873938827175,4.28107422685019e-38
UHRF2,-0.434702237424682,1.64466331385069e-24
UNC13D,-0.407580598611631,1.79182616189543e-21
UNC5C,-0.507457372041006,3.81662446910925e-34
UNKL,-0.426154604042267,1.59653766012073e-23
USP15,-0.416100122660631,2.13205473982332e-22
USP35,-0.475006831267526,1.46383980888141e-29
USPL1,-0.410676658687848,8.32509731262703e-22
VASH1,-0.511102834498389,1.08486325926844e-34
VASP,-0.482289093338213,1.51041757975655e-30
VCAM1,-0.437012101348568,8.79979219482447e-25
VCAN,-0.570965234305821,1.10846954844822e-44
VCL,-0.424465172351288,2.48296497849072e-23
VGLL3,-0.559121538286992,1.5289537268013e-42
VIM,-0.425013990438708,2.15171669722374e-23
VMP1,-0.554487046668038,9.96521476036528e-42
WDR27,-0.457810433593989,2.52873282969113e-27
WDR82,-0.408192080262231,1.54106486529417e-21
WEE1,-0.436973037351407,8.89371276462108e-25
WFDC1,-0.405245827836789,3.17726838948727e-21
WHRN,-0.415079669373845,2.76016159205494e-22
WIPF1,-0.4176532848438,1.43676159283491e-22
WIZ,-0.405472876834585,3.00572339502832e-21
WNT2,-0.41197048062257,6.02889685654276e-22
WNT9B,-0.460191991986882,1.2605527438847e-27
WSB1,-0.446661498132466,6.12430273652264e-26
WWC3,-0.401894025742132,7.17390848707391e-21
XG,-0.509282408435445,2.0370684262745e-34
XKRX,-0.432047259204892,3.35501988335091e-24
XPNPEP2,-0.417633007884286,1.44420326054299e-22
XPR1,-0.486469315212251,4.00027430580253e-31
XXYLT1,-0.428053574131567,9.68957667098031e-24
XYLT1,-0.427386744610407,1.15509459028733e-23
YBX3,-0.485250915954934,5.90323995074101e-31
YPEL2,-0.452464235219133,1.1830663953401e-26
YPEL5,-0.40879520527875,1.32772556403284e-21
ZBTB10,-0.416094751707747,2.13495911962829e-22
ZBTB34,-0.4500691800752,2.34094748835091e-26
ZBTB7A,-0.461183737161268,9.4179184646531e-28
ZC3H12A,-0.607110193769545,8.84867152973391e-52
ZCCHC14,-0.438529549804583,5.8197686680621e-25
ZCCHC24,-0.543539578790492,7.44151511474307e-40
ZDHHC17,-0.502684300835736,1.93677641552344e-33
ZDHHC8,-0.443404376217274,1.52015039200255e-25
ZEB1,-0.508643005700838,2.53936136611204e-34
ZEB2,-0.525176859448613,7.29817608320552e-37
ZFAND5,-0.430428696355057,5.16547524804024e-24
ZFC3H1,-0.418548534524023,1.14333802886876e-22
ZFHX2,-0.412741267068844,4.97110498029982e-22
ZFP36,-0.524010892873728,1.11442252522893e-36
ZFP36L1,-0.532778303110746,4.43660607537534e-38
ZFPM2,-0.434334119392105,1.81622505977814e-24
ZGPAT,-0.401633116638431,7.64047713360844e-21
ZMYM5,-0.408346010133128,1.48360212159571e-21
ZNF117,-0.458170126254625,2.27715078081905e-27
ZNF154,-0.445378658632053,8.77145975740649e-26
ZNF211,-0.466360230100628,2.02468144049091e-28
ZNF217,-0.428690124868766,8.19027856650793e-24
ZNF23,-0.402352039800566,6.42184611298292e-21
ZNF267,-0.447168273970233,5.31179318850568e-26
ZNF300,-0.489371898880957,1.57302371205292e-31
ZNF326,-0.427417960726592,1.14564200244404e-23
ZNF335,-0.400722838936766,9.51487044378134e-21
ZNF365,-0.443558705651094,1.45637994311864e-25
ZNF385D,-0.48233808119728,1.48723994389607e-30
ZNF423,-0.518968329199462,6.82255041653612e-36
ZNF469,-0.501045527163152,3.36290798330638e-33
ZNF513,-0.466572250606385,1.90006829511364e-28
ZNF516,-0.469626643071247,7.57168548078557e-29
ZNF521,-0.476751827632819,8.53655601683262e-30
ZNF532,-0.490694446708192,1.02505472560449e-31
ZNF608,-0.547836647193861,1.39519105716618e-40
ZNF660,-0.412339428889914,5.49743470369312e-22
ZNF662,-0.488820786082664,1.87931017173982e-31
ZNF69,-0.425348293567558,1.97174134637454e-23
ZNF703,-0.525674475448018,6.08890004564259e-37
ZNF710,-0.413812622633226,3.7986966961667e-22
ZNF783,-0.414658869072463,3.06947329620906e-22
ZNF841,-0.408628544385272,1.38357735468888e-21
ZSCAN9,-0.424775453892822,2.28995637605365e-23
ZSWIM4,-0.570336434822585,1.44713588883798e-44
ZSWIM8,-0.408020283022621,1.60779217928394e-21
ZYX,-0.439065767716494,5.02615494320019e-25
